"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.273743628E2,1.979830503E0,-3.104298115E-1,1.746660233E0
2.273825583E2,6.855680943E-1,-1.166276217E0,1.385165215E0
2.273907531E2,-1.255288482E0,-1.462668777E0,1.497529030E0
2.273989661E2,-1.672219157E0,-1.597188473E0,1.614154816E0
2.274071611E2,-1.090648293E0,-1.896153808E0,2.597048759E0
2.274153569E2,-1.168174744E-1,-2.626686573E0,4.562083244E0
2.274235521E2,2.147846222E-1,-2.933056593E0,4.677372932E0
2.274317472E2,6.105713844E-1,-2.262756109E0,1.699641228E0
2.274399592E2,9.031288624E-1,-1.389904618E0,-1.389292717E0
2.274481520E2,1.341496944E0,-8.554753065E-1,-2.186432362E0
2.274563458E2,9.818735123E-1,-5.054832697E-1,-2.304028034E0
2.274645412E2,3.016471863E-1,-3.450405300E-1,-2.049493790E0
2.274727347E2,-2.516579628E-2,-6.640708447E-1,-5.272274017E-1
2.274809477E2,-1.291487575E0,-9.239675999E-1,1.388950348E0
2.274891405E2,-2.157669783E0,-8.963168859E-1,9.548053741E-1
2.274973380E2,-1.643448114E0,-3.102048934E-1,-3.601360321E-2
2.275055300E2,-1.006280303E0,1.961501390E-1,-1.035594940E0
2.275137241E2,-3.426516056E-1,1.054060221E0,-1.999632835E0
2.275219376E2,8.801603317E-2,1.511840105E0,-2.523499966E0
2.275301310E2,3.646965027E-1,1.431460857E0,-1.183174133E0
2.275383251E2,9.364244938E-1,1.160888314E0,3.631124496E-1
2.275465197E2,1.768631220E0,9.151515961E-1,7.854776382E-1
2.275547150E2,2.828082800E0,1.226824164E0,-2.651233673E-1
2.275629333E2,2.547021866E0,1.352276802E0,-1.209141731E0
2.275711279E2,-1.636219025E-2,7.762034535E-1,-2.477807045E0
2.275793551E2,-1.713798761E0,7.109819055E-1,-3.686428070E0
2.275875499E2,-1.961992621E0,8.403789401E-1,-3.750807762E0
2.275957449E2,-1.547539234E0,1.078325033E0,-3.703056812E0
2.276039567E2,-1.551935434E0,1.099699259E0,-3.493139267E0
2.276121493E2,-1.320169926E0,9.230710268E-1,-3.245273590E0
2.276203421E2,-8.805644512E-1,1.137130618E0,-2.852006912E0
2.276285360E2,-3.333628178E-1,9.826235771E-1,-3.273445606E0
2.276367306E2,-1.847946644E-1,9.326125383E-1,-2.822083473E0
2.276449425E2,-1.176950932E-1,9.499763846E-1,-2.245265961E0
2.276531384E2,1.019706726E-1,1.292770863E0,-2.028778553E0
2.276613477E2,1.782335997E0,1.142910957E0,-2.010158062E0
2.276695426E2,3.158868551E0,1.709665060E0,-1.688947678E0
2.276777371E2,4.377956390E0,1.861439705E0,-2.064251900E0
2.276859470E2,4.414957047E0,1.970625401E0,-2.641294479E0
2.276941391E2,4.093137741E0,2.249341488E0,-1.238802910E0
2.277023385E2,3.955674887E0,2.395707369E0,-1.557122231E0
2.277105326E2,4.530142784E0,2.437107563E0,-1.669278145E0
2.277187274E2,5.448054314E0,2.771497726E0,-1.132736206E0
2.277269411E2,4.875924110E0,2.535259962E0,-2.788314819E-1
2.277351367E2,3.787440300E0,1.952985168E0,-3.939514160E-1
2.277433388E2,4.439570427E0,1.554984808E0,-1.567163467E-1
2.277515343E2,3.220235825E0,8.939106464E-1,4.158201218E-1
2.277597295E2,1.921959400E0,-9.933918715E-2,2.313379288E0
2.277679265E2,-1.204829454E0,-6.448646784E-1,3.814256668E0
2.277761226E2,-4.778440952E0,-1.707128167E0,4.668947220E0
2.277843194E2,-6.790872097E0,-2.703358412E0,4.559587479E0
2.277925157E2,-7.718271255E0,-2.961398125E0,4.242810249E0
2.278007106E2,-8.619255066E0,-3.000506401E0,3.258573532E0
2.278089260E2,-8.197967529E0,-2.769511461E0,1.989876747E0
2.278171194E2,-7.594027519E0,-2.282177687E0,8.896799088E-1
2.278253437E2,-6.409536362E0,-2.095583200E0,1.090837479E0
2.278335374E2,-5.630806923E0,-1.789802909E0,1.896088600E0
2.278417314E2,-4.257091522E0,-1.093583822E0,3.000422478E0
2.278499438E2,-2.223750830E0,-8.214856684E-2,2.451481819E0
2.278581374E2,-6.572283506E-1,7.558357120E-1,2.540892601E0
2.278663635E2,1.310598850E-1,9.167339802E-1,2.527481079E0
2.278745554E2,6.720398664E-1,5.907881856E-1,2.286425591E0
2.278827504E2,3.204870224E-2,-5.044783950E-1,1.490513802E0
2.278909704E2,-2.041746616E0,-1.691155076E0,-2.052097321E-1
2.278991659E2,-1.520867825E0,-3.504459381E0,1.160499573E0
2.279074003E2,1.561270952E0,-1.014277577E0,4.491094589E0
2.279155931E2,3.495182991E-1,9.336040616E-1,5.151098251E0
2.279237887E2,1.550322056E0,2.550056577E-2,2.669893265E0
2.279320023E2,7.523061037E-1,-1.083561420E0,2.257399559E0
2.279401972E2,-7.993178964E-1,-1.903733730E0,2.235317230E-1
2.279483934E2,-1.639778972E0,-1.943164229E0,-9.872655869E-1
2.279565892E2,-1.582370162E0,-1.601436377E0,-1.194127083E0
2.279647847E2,-1.308536053E0,-2.121229410E0,-1.686799526E0
2.279730009E2,-2.761770725E0,-7.376312017E-1,-2.680997849E-1
2.279811949E2,-2.637015820E0,-1.129444361E0,-7.641811371E-1
2.279893966E2,-1.964432240E0,-1.882052541E0,-2.108929157E0
2.279975928E2,-2.872553825E0,-8.186078072E-1,-2.815799713E0
2.280057879E2,-1.980904102E0,-6.564147472E-1,-4.163970470E0
2.280140039E2,-1.211136103E0,-4.590372443E-1,-3.797835350E0
2.280222008E2,-2.740765810E-1,-1.451928169E-1,-3.011804104E0
2.280304327E2,-2.324854136E-1,3.710967004E-1,-2.175065994E0
2.280386305E2,1.082241535E-2,3.188377321E-1,-1.312293053E0
2.280468287E2,4.909491539E-2,4.314489067E-1,-1.107150078E0
2.280550487E2,3.743356466E-1,2.671580315E-1,-1.327347755E0
2.280632455E2,6.605863571E-1,4.409588277E-1,-1.890812874E0
2.280714739E2,7.281678915E-1,5.135092139E-2,-2.688674927E0
2.280796703E2,1.018455029E-1,4.417538643E-2,-3.099276066E0
2.280878641E2,-7.284879088E-1,6.623625755E-2,-3.469944000E0
2.280960759E2,-1.673681140E0,-1.388457417E-2,-3.177618980E0
2.281042696E2,8.151310682E-1,-8.079602718E-1,-2.127258301E0
2.281125047E2,-3.750402927E-1,9.171724319E-1,-1.789466381E0
2.281207001E2,2.053406715E0,1.555255532E0,-1.502438545E0
2.281288941E2,3.952032328E-1,2.641790390E0,-5.873012543E-1
2.281371107E2,2.461906672E-1,2.627330065E0,-3.105747700E0
2.281453038E2,5.593693256E-1,6.154752374E-1,-3.985431194E0
2.281535389E2,8.825398684E-1,-1.237860322E-1,-5.801414013E0
2.281616835E2,-7.693171501E-2,4.398449063E-1,-4.769872189E0
2.281698797E2,-1.878639698E0,-4.326259613E0,-5.037702084E0
2.281780924E2,-4.476720810E0,-2.411914110E0,-1.261319160E0
2.281862859E2,-6.225759506E0,-2.593887091E0,-2.707056522E0
2.281944810E2,-6.328591108E-1,-2.169360638E0,-8.186883926E-1
2.282026755E2,4.250296116E0,-2.624681950E0,-1.098912239E0
2.282108703E2,-1.937647820E0,2.470245361E0,4.061402321E0
2.282190837E2,-3.732224226E0,2.217966318E0,1.959555626E0
2.282272767E2,3.698685169E-1,7.291821837E-1,1.181454659E0
2.282354881E2,1.806188583E0,7.631459236E-1,7.309379578E-1
2.282436826E2,1.277984142E0,5.847401619E-1,6.750698090E-1
2.282518773E2,5.959391594E-1,-8.803152442E-1,2.153635025E-1
2.282600972E2,-6.252636909E-1,-1.249547005E0,1.366888046E0
2.282682924E2,-1.122214556E0,-6.709063053E-1,2.892333031E0
2.282765710E2,2.161152363E-1,-5.347409248E-1,2.727082253E0
2.282847241E2,2.270482063E0,-1.831494570E-1,1.849202156E0
2.282929187E2,3.090957165E0,1.690769196E-2,2.346782684E0
2.283011324E2,3.624948025E0,-8.551371098E-2,3.803601265E0
2.283093284E2,3.459625721E0,-7.808682919E-1,4.741978645E0
2.283175522E2,2.733565807E0,2.045298815E-1,4.185035706E0
2.283257469E2,2.235728741E0,1.520059109E-1,4.139979362E0
2.283339441E2,2.101514578E0,-4.121389389E-1,4.190410614E0
2.283421595E2,1.652639389E0,-9.992477894E-1,3.052699089E0
2.283503551E2,1.170884132E0,-9.874740839E-1,2.075105667E0
2.283585627E2,7.067544460E-1,-1.714296460E0,2.055239677E0
2.283667604E2,1.506963253E0,-2.403331757E0,2.489276886E0
2.283749572E2,1.359183073E0,-2.449135542E0,2.081335068E0
2.283831703E2,1.046707630E-1,-1.205192327E0,7.223768234E-1
2.283913635E2,1.676394939E-1,-1.145162106E0,4.807853699E-2
2.283995996E2,1.481251717E-1,-1.433646441E0,1.367025375E-1
2.284077933E2,-4.601199627E-1,-1.144495249E0,7.579679489E-1
2.284159858E2,4.005491734E-1,-2.450311184E-1,1.113316536E0
2.284242123E2,1.179495811E0,8.314697742E-1,-5.799989700E-1
2.284324053E2,2.059634924E0,1.075278044E0,-2.217061043E0
2.284405985E2,1.931818008E0,1.100609303E0,-1.461359501E0
2.284487922E2,1.280450583E0,7.220098972E-1,-1.220002651E0
2.284569859E2,1.272095680E0,-8.992004395E-2,-1.435174942E0
2.284652069E2,1.153652430E0,-5.683772564E-1,-1.536553860E0
2.284734007E2,1.162313461E0,-3.758380413E-1,-7.064714432E-1
2.284815994E2,1.180023670E0,-5.936608315E-1,-5.683660507E-1
2.284897954E2,2.595877647E-1,-1.900939941E-1,-6.860322952E-1
2.284979894E2,-2.386999130E-2,5.318675041E-1,-1.610332966E0
2.285062069E2,-1.193685889E0,2.284944057E-1,-1.440587997E0
2.285143990E2,-1.139652848E0,5.656914711E-1,-2.463170528E0
2.285226271E2,-3.283257484E-1,8.191759586E-1,-2.394598007E0
2.285308219E2,7.411682606E-1,1.042016029E0,-3.210654259E0
2.285390142E2,9.271469116E-1,1.530369043E0,-3.873687267E0
2.285472256E2,5.594625473E-1,2.066454649E0,-2.779450417E0
2.285554185E2,-4.918837547E-1,2.202589035E0,-9.889903069E-1
2.285636422E2,-1.794646502E0,2.120749474E0,-1.237535477E-1
2.285718360E2,-2.721962690E0,3.557253838E0,-9.285478592E-1
2.285800298E2,-2.348855972E0,2.212039232E0,-2.531269073E0
2.285882420E2,-2.947817564E0,1.970817924E0,-3.327217102E0
2.285964375E2,-3.212105274E0,1.646950245E0,-3.962308884E0
2.286046749E2,-3.237000942E0,1.098369837E0,-3.200167179E0
2.286128703E2,-1.319074273E0,7.300992012E-1,-1.480851650E0
2.286210645E2,-9.181938171E-1,6.239974499E-1,-1.143589020E-1
2.286292766E2,1.230804920E-1,3.468513489E-2,5.965929031E-1
2.286374709E2,8.602635860E-1,-7.092337608E-1,4.625158310E-1
2.286456647E2,7.040696144E-1,-1.258096695E0,5.288858414E-1
2.286538594E2,-6.276240349E-1,-1.252830982E0,1.083833694E0
2.286620538E2,-1.183393478E0,-3.616065979E-1,1.358522415E0
2.286702707E2,-1.042839885E0,4.631254673E-1,9.577112198E-1
2.286784669E2,-7.102087736E-1,1.074565649E0,1.209330559E0
2.286866778E2,-2.747695446E-1,1.345295906E0,2.278241158E0
2.286948749E2,1.889066696E-1,9.720330238E-1,3.731640816E0
2.287030703E2,1.260385513E-1,1.212241888E0,3.023399353E0
2.287112659E2,4.091496468E-1,8.795042038E-1,1.387041092E0
2.287194620E2,9.923663139E-1,8.405590057E-1,1.026168823E0
2.287276771E2,1.304833174E0,7.964503765E-1,1.606562614E0
2.287358724E2,1.085706472E0,9.927515984E-1,2.433691025E0
2.287440659E2,9.295990467E-1,3.897838593E-1,3.581604004E0
2.287522777E2,1.044635773E0,-9.825801849E-2,5.191816330E0
2.287604720E2,1.638840437E0,-1.284980774E-1,6.192352295E0
2.287687073E2,1.407575846E0,-4.683060646E-1,5.785307884E0
2.287769012E2,1.256191730E0,-2.666840553E-1,4.794848442E0
2.287850956E2,2.746653557E-1,-1.527772427E0,4.111920357E0
2.287933083E2,-1.232485294E0,-3.249652863E0,3.941839218E0
2.288015022E2,9.754796028E-1,-3.052526951E0,2.125778198E0
2.288097284E2,1.694053888E0,-2.430916786E0,3.902832031E0
2.288179230E2,1.901233435E0,-1.702310085E0,2.970041275E0
2.288261185E2,1.036188126E0,-1.724040985E0,2.876585960E0
2.288343458E2,-3.573137522E-1,-1.576720238E0,2.226144791E0
2.288425378E2,-1.726590395E0,-9.379401207E-1,1.835934639E0
2.288507316E2,-9.661145210E-1,-6.487245560E-1,2.157298088E0
2.288589227E2,-1.259787083E-1,-7.852911949E-1,3.346570015E0
2.288671154E2,-1.880393863E0,-7.302732468E-1,3.122282028E0
2.288753272E2,8.536417484E-1,-1.374652386E0,1.283900261E0
2.288835220E2,2.219720840E0,-2.306423664E0,-6.955528259E-1
2.288917178E2,-4.751537323E0,-2.798398018E0,3.801433563E0
2.288999120E2,-3.964559555E0,-2.183338642E0,1.150684357E0
2.289081043E2,-1.275630951E0,-1.809353352E0,1.157685280E0
2.289163157E2,-1.340435505E0,-4.090433121E-1,-1.438250542E-1
2.289245079E2,-2.459392548E0,5.108718872E-1,-7.672643661E-1
2.289327012E2,-2.848491192E0,9.072895050E-1,-1.475412369E0
2.289408945E2,-2.728739023E0,1.236005306E0,-2.257568359E0
2.289490889E2,-2.402287960E0,1.501111746E0,-3.475956440E0
2.289573030E2,-2.677413702E0,1.199745417E0,-3.926078796E0
2.289654971E2,-2.298894405E0,1.923288345E0,-2.829780579E0
2.289737326E2,-2.032586813E0,2.236417055E0,-1.922879219E0
2.289819280E2,-1.425889015E0,1.365969181E0,-1.249541283E0
2.289901228E2,-4.312140942E-1,1.272512674E0,-5.486254692E-1
2.289983351E2,-1.421914101E-1,1.655017614E0,-2.352585793E-1
2.290065286E2,2.103233337E-1,1.410562038E0,-1.424785137E0
2.290147240E2,8.143467903E-1,2.341083288E0,-1.447625637E0
2.290229186E2,1.133909225E-1,2.203491926E0,-1.313776970E0
2.290311113E2,1.756894588E-1,2.061584473E0,-7.243552208E-1
2.290393064E2,6.606030464E-2,2.087212086E0,-4.315128326E-1
2.290474999E2,-2.422654629E-1,2.280051947E0,-4.558162689E-1
2.290557387E2,-1.686410904E-1,2.578546286E0,-1.508865833E0
2.290639319E2,-1.252737045E-1,3.260326862E0,-1.918839931E0
2.290721264E2,-5.355736017E-1,3.981402636E0,-2.412730217E0
2.290803397E2,-1.515518785E0,3.778619289E0,-1.951876163E0
2.290885352E2,-1.532404780E0,3.302219391E0,-2.376443863E0
2.290967312E2,-1.230352521E0,2.624772072E0,-1.929643631E0
2.291049264E2,-1.292928219E0,1.920242071E0,-1.263768196E0
2.291131207E2,-1.455434918E0,1.804260969E0,-6.895012856E-1
2.291213304E2,-1.035433531E0,1.216552973E0,-1.261657238E0
2.291295243E2,-1.332476139E-1,1.270226240E0,-2.421098709E0
2.291377594E2,4.899511337E-1,1.367265463E0,-1.976503849E0
2.291459543E2,6.284744740E-1,8.966367245E-1,-1.077054977E0
2.291541490E2,7.057418823E-1,1.243519783E-1,1.382168770E0
2.291623615E2,8.361794949E-1,-1.519908905E-1,1.789616585E0
2.291705539E2,9.752357006E-1,-3.744125366E-1,2.398348808E0
2.291787480E2,7.725992203E-1,-4.174838066E-1,2.436901093E0
2.291869415E2,2.424123287E-1,-1.688632965E-1,2.111163139E0
2.291951350E2,-5.535252094E-1,5.503025055E-1,2.468382835E0
2.292033507E2,-8.264517784E-1,9.004507065E-1,2.366780281E0
2.292115437E2,-9.262291193E-1,9.333381653E-1,2.213680267E0
2.292197540E2,-7.513977289E-1,7.811872959E-1,2.022787094E0
2.292279491E2,-1.056199074E-1,6.019623280E-1,1.565937996E0
2.292361443E2,8.799376488E-1,1.123414040E-1,1.544126511E0
2.292443649E2,1.983756542E0,-5.071983337E-1,2.136032104E0
2.292525605E2,3.268493176E0,-1.347929478E0,2.738716125E0
2.292607578E2,4.364689827E0,-2.224733353E0,3.930227280E0
2.292689549E2,4.953948975E0,-3.154991627E0,5.018041611E0
2.292771502E2,4.761942863E0,-2.781213284E0,5.534210205E0
2.292853628E2,4.110604286E0,-2.042976856E0,5.269665718E0
2.292935580E2,3.106283665E0,-1.569899559E0,4.701169968E0
2.293017893E2,2.135114431E0,-1.567570210E0,4.136531830E0
2.293099853E2,1.314237833E0,-1.216040611E0,3.685400963E0
2.293181812E2,6.368055344E-1,-1.362104893E0,2.848679543E0
2.293263963E2,3.234674931E-1,-1.410609245E0,1.995317459E0
2.293345930E2,-2.902078629E-1,-7.606122494E-1,6.694965363E-1
2.293428242E2,-5.380499363E-1,-8.303806782E-1,-7.390432358E-1
2.293510208E2,-8.856323957E-1,-7.360384464E-1,-1.462078571E0
2.293592176E2,-1.763268948E0,-9.107656479E-1,-1.368644714E0
2.293674332E2,-8.077188730E-1,-1.233722687E0,-1.056831360E0
2.293756284E2,-8.636039495E-1,-2.359610796E0,-1.121787071E0
2.293838295E2,1.193068027E-1,-1.527875185E0,-3.462257385E-1
2.293920264E2,1.037280560E-1,-8.509097099E-1,2.059354782E-1
2.294002220E2,4.014112949E-1,-1.352156162E0,1.341753006E-1
2.294084462E2,1.097784996E0,-1.433787346E0,7.986869812E-1
2.294166421E2,8.815197945E-1,-2.114697933E0,4.274454117E-1
2.294248460E2,6.397562027E-1,-3.075636864E0,-3.428459167E-1
2.294330416E2,1.322607994E-1,-2.040134668E0,-7.769889832E-1
2.294412366E2,6.949472427E-1,-1.306206226E0,-1.297171116E0
2.294494594E2,1.536965370E-2,4.793276787E-1,-1.673508167E0
2.294576548E2,-2.465982437E-1,1.085609436E0,-2.517557144E0
2.294658907E2,-1.644399405E0,1.671549916E0,-2.911098003E0
2.294740857E2,-1.751942515E0,1.672137499E0,-3.974949360E0
2.294822809E2,-3.167279005E0,1.632311821E0,-3.200486183E0
2.294904951E2,-3.463576078E0,1.975818992E0,-1.947651386E0
2.294986906E2,-2.462789536E0,2.245654345E0,-1.633952618E0
2.295068852E2,-1.238257051E0,2.037270546E0,-2.640910625E0
2.295150811E2,-3.708627224E-1,2.248169422E0,-3.062132835E0
2.295232767E2,-4.949498177E-2,1.775679827E0,-3.133640766E0
2.295314891E2,1.913564205E-1,1.724997044E0,-2.960551739E0
2.295396828E2,1.583824158E-1,1.587086439E0,-4.081914425E0
2.295479107E2,2.716724873E-1,2.417592287E0,-4.750469685E0
2.295561057E2,2.657120228E-1,1.462400675E0,-6.013745308E0
2.295643021E2,-3.114356995E-1,9.587737322E-1,-4.592527390E0
2.295725157E2,-4.853808880E-1,7.122153044E-1,-4.270085812E0
2.295807122E2,-6.760404110E-1,6.561468840E-1,-4.528293133E0
2.295889085E2,-7.656810284E-1,3.465116024E-1,-3.637261391E0
2.295971033E2,-6.501536369E-1,9.597897530E-2,-2.637281895E0
2.296052977E2,-1.016144753E0,8.671917915E-1,-8.343009949E-1
2.296135095E2,-1.015372753E0,1.662225723E0,8.219318390E-1
2.296217047E2,-1.700347900E0,1.592657208E0,1.052717209E0
2.296299057E2,-1.951229572E0,6.738334894E-1,-5.966339111E-1
2.296381010E2,-1.335855246E0,1.057840586E0,-1.368592262E0
2.296462958E2,-7.248773575E-1,1.392788529E0,-1.721301079E0
2.296545079E2,-4.356336594E-2,9.757987261E-1,-1.325888634E0
2.296627009E2,4.212374687E-1,7.005696297E-1,7.619762421E-2
2.296708974E2,1.525788307E-1,7.581815720E-1,1.395485878E0
2.296790928E2,2.215476036E-1,7.230129242E-1,1.944875717E0
2.296872891E2,1.550897598E0,-8.380432129E-1,9.135799408E-1
2.296955116E2,1.394002914E0,-4.427669048E-1,9.472713470E-1
2.297037075E2,1.530815601E0,3.889083862E-3,1.224829674E0
2.297119274E2,6.720252037E-1,3.640513420E-1,5.545301437E-1
2.297201210E2,-1.117553234E0,2.090990543E-1,2.997674942E-1
2.297283150E2,-2.068276405E0,-1.447172165E-1,8.871049881E-1
2.297365348E2,-2.143068314E0,-1.190991402E-1,1.396867752E0
2.297447289E2,-1.611011028E0,-2.823002338E-1,1.947459221E0
2.297529237E2,-7.721138000E-2,-3.992338181E-1,3.069966316E0
2.297611189E2,5.761613846E-1,-3.334155083E-1,4.374630928E0
2.297693134E2,6.849157810E-1,-3.746821880E-1,4.895189285E0
2.297775269E2,5.254449844E-1,-1.916723251E-1,5.793864250E0
2.297857224E2,1.803781986E-1,-2.255275249E-1,5.909406662E0
2.297939505E2,3.153038025E-2,-4.669506550E-1,3.664907455E0
2.298021454E2,-1.951560974E-1,-1.399466276E0,1.477123260E0
2.298103425E2,-4.279248714E-1,-2.044418097E0,1.519854546E0
2.298185574E2,-1.731081009E-1,-2.431792259E0,2.711882591E0
2.298267536E2,3.685095310E-1,-2.000516653E0,3.246950150E0
2.298349475E2,-2.105283737E-2,-1.378327131E0,2.954289436E0
2.298431419E2,-1.183972597E0,-6.404881477E-1,3.612846375E0
2.298513359E2,-2.122118473E0,-2.139184475E-1,3.037925720E0
2.298595492E2,-2.166730404E0,-8.689041138E-1,1.979848862E0
2.298677451E2,-1.880375504E0,-1.711246967E0,9.388017654E-1
2.298759810E2,-2.285758734E0,-1.958137274E0,-4.614381790E-1
2.298841769E2,-3.108569384E0,-2.462825537E0,-1.144701481E0
2.298923713E2,-4.341224194E0,-2.804531097E0,-1.501379013E0
2.299005905E2,-4.743155956E0,-3.545545101E0,-1.971992970E0
2.299087855E2,-3.759304523E0,-4.702875137E0,-1.850508690E0
2.299169864E2,-2.851967096E0,-5.135235786E0,-1.432177544E0
2.299251805E2,-2.351344347E0,-4.904228210E0,-6.424055099E-1
2.299333727E2,-2.117796183E0,-4.041986465E0,-1.111955643E-1
2.299415921E2,-1.871048212E0,-3.175543070E0,-1.472200871E0
2.299497872E2,-1.935732245E0,-2.198261738E0,-2.057168961E0
2.299580205E2,-1.148590088E0,-1.411654234E0,-1.743176460E0
2.299662130E2,-1.358609200E-1,-6.891465187E-1,-1.391575336E0
2.299744072E2,6.820011139E-1,-1.568551064E-1,-1.355795383E0
2.299826252E2,1.312715054E0,3.690798283E-1,-1.049008846E0
2.299908191E2,1.425437927E0,6.272463799E-1,-6.569695473E-1
2.299990208E2,1.378148794E0,3.886392117E-1,-7.271728516E-1
2.300072154E2,1.157205820E0,-3.250055313E-1,-1.352183819E0
2.300154104E2,1.176048040E0,-8.910818100E-1,-1.450732708E0
2.300236310E2,1.701211452E0,-1.125224113E0,-1.069215775E0
2.300318265E2,2.333799601E0,-7.137813568E-1,-3.273019791E-1
2.300400655E2,2.555570364E0,1.466951370E-1,3.715543747E-1
2.300482614E2,1.991815329E0,1.273817062E0,4.577589035E-1
2.300564563E2,1.277833700E0,2.105133772E0,-2.532005310E-1
2.300646704E2,5.106801987E-1,1.968000650E0,-1.206758976E0
2.300728633E2,1.772267818E-1,1.717054844E0,-2.213515282E0
2.300810590E2,8.046865463E-1,1.173259258E0,-2.830126762E0
2.300892544E2,2.083723068E0,8.839900494E-1,-2.175010681E0
2.300974498E2,3.450002909E0,1.324662924E0,-5.055246353E-1
2.301056634E2,3.705717802E0,2.810192108E0,1.170513153E0
2.301138577E2,4.115095139E0,2.644990921E0,1.285674095E0
2.301220927E2,3.404677153E0,2.343372107E0,5.927047729E-1
2.301302869E2,2.144563675E0,2.190966368E0,2.048110962E-2
2.301384808E2,9.768149853E-1,2.324697971E0,3.286657333E-1
2.301466960E2,3.830099106E-2,2.199523449E0,1.197529793E0
2.301548919E2,-4.728362560E-1,1.474611521E0,1.570259094E0
2.301630942E2,-6.674044132E-1,7.106070518E-1,1.639554977E0
2.301712903E2,-2.559819221E-1,4.376206398E-1,1.811317444E0
2.301794638E2,6.546576023E-1,3.955445290E-1,1.501852989E0
2.301876437E2,8.943319321E-1,9.724907875E-1,1.392851830E0
2.301958386E2,2.209458351E0,-2.589719296E-1,1.605744362E0
2.302040347E2,2.813218594E0,-7.558503151E-1,1.741855621E0
2.302122305E2,2.945483446E0,-8.155550957E-1,1.692736626E0
2.302204255E2,3.013951778E0,-8.078567982E-1,1.238554001E0
2.302286238E2,2.520764828E0,-6.945691109E-1,6.805009842E-1
2.302368189E2,1.725262165E0,-5.573637486E-1,-8.058929443E-2
2.302450149E2,1.467143536E0,-1.346492767E-1,-7.213497162E-1
2.302532108E2,8.537683487E-1,2.979707718E-1,-4.614095688E-1
2.302614046E2,1.192235947E-2,2.011394501E-2,2.934951782E-1
2.302696217E2,-5.586588383E-1,-9.999485016E-1,8.885078430E-1
2.302778164E2,-1.106527567E0,-1.983468056E0,1.335620880E0
2.302860418E2,-1.545416594E0,-2.025207281E0,1.821820736E0
2.302942815E2,-1.755218029E0,-1.793283224E0,1.950808048E0
2.303024774E2,-1.994695902E0,-1.684055567E0,1.573441505E0
2.303106988E2,-2.087170839E0,-1.414190531E0,1.096285343E0
2.303188962E2,-1.976437330E0,-1.165170431E0,6.533560753E-1
2.303271035E2,-1.944864511E0,-1.301821947E0,1.194500923E0
2.303352983E2,-1.681823254E0,-1.439678431E0,1.378829956E0
2.303434925E2,-9.897463322E-1,-1.062370777E0,2.395140648E0
2.303517037E2,-1.085987091E-1,-3.674697876E-1,2.808162689E0
2.303598987E2,7.218165398E-1,-3.487153053E-1,2.565143108E0
2.303681344E2,1.291972637E0,-5.155906677E-1,2.331996441E0
2.303763284E2,1.568031311E0,-4.207880497E-1,2.004602909E0
2.303845629E2,1.621936798E0,-3.788199425E-1,1.574236393E0
2.303927743E2,9.247736931E-1,-6.610519886E-1,5.809965134E-1
2.304009680E2,9.456486702E-1,-4.840843678E-1,-8.321700096E-1
2.304091636E2,1.249157429E0,-3.547267914E-1,-1.413043976E0
2.304173605E2,8.326063156E-1,-1.283493042E-1,-9.948234558E-1
2.304255571E2,5.479149818E-1,2.321829796E-1,-4.934267998E-1
2.304337796E2,5.659437180E-2,6.464912891E-1,-8.057255745E-1
2.304419750E2,-8.941905499E-1,1.556546450E0,-1.983138084E0
2.304502107E2,-2.572527409E0,2.981050014E0,-3.570513725E0
2.304584050E2,-4.336544037E0,3.450801849E0,-5.054277420E0
2.304665987E2,-5.733532906E0,3.457593679E0,-5.855723858E0
2.304748103E2,-6.825333595E0,2.746916294E0,-5.951552391E0
2.304830060E2,-5.073610306E0,1.673734188E0,-3.151532650E0
2.304912026E2,-2.987241745E0,1.559228897E0,7.159881592E-1
2.304993984E2,-1.930371284E0,2.244697094E0,1.817631721E-1
2.305075941E2,-6.702449322E-1,1.952278018E0,-8.470597267E-1
2.305158124E2,-1.073778391E0,1.785931349E0,-1.348727703E0
2.305240092E2,-1.438406229E0,1.947199106E0,-1.573890209E0
2.305322773E2,-6.998200417E-1,1.748016357E0,-1.853144646E0
2.305404726E2,3.413934708E-1,1.549631357E0,-1.878611565E0
2.305486659E2,7.076005936E-1,1.877613783E0,-8.483490944E-1
2.305568759E2,6.159601212E-1,2.955879211E0,9.154500961E-1
2.305650684E2,6.530637741E-1,2.775149822E0,1.467257977E0
2.305732635E2,6.885542870E-1,2.432028770E0,1.193149567E0
2.305814597E2,8.344655037E-1,2.033249855E0,9.104404449E-1
2.305896561E2,1.250041962E0,1.618620634E0,5.176076889E-1
2.305978779E2,2.025465488E0,1.082969666E0,6.949424744E-3
2.306060720E2,2.564511299E0,7.539930344E-1,2.727508545E-2
2.306142733E2,3.084812164E0,8.788547516E-1,1.899242401E-2
2.306224683E2,3.075555801E0,6.207997799E-1,-5.111088753E-1
2.306306642E2,2.503757954E0,1.118646622E0,-6.024208069E-1
2.306388712E2,1.409576416E0,1.234880924E0,-2.837915421E-1
2.306470650E2,5.404291153E-1,1.607391834E0,4.842119217E-1
2.306552672E2,-1.866044998E-1,1.201756716E0,3.581275940E-1
2.306634623E2,-9.039640427E-1,6.909692287E-1,6.761102676E-1
